Rec Status,Rec Date,Filter
Recorded,2021-12-07 16:24:38,07/12/21 07:41:43 AM
Recorded,2021-12-07 16:24:48,07/12/21 10:42:50 AM
Recorded,2021-12-07 16:25:00,07/12/21 01:55:30 AM
Recorded,2021-12-07 16:25:17,07/12/21 11:40:23 AM
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-29 16:14:50,
Recorded,2021-11-29 16:14:55,
Recorded,2021-11-29 16:15:02,
Recorded,2021-11-29 16:15:08,
Recorded,2021-11-29 16:15:20,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-26 10:35:57,
Recorded,2021-11-26 10:35:58,
Recorded,2021-11-26 10:35:58,
Recorded,2021-11-26 10:35:59,
Recorded,2021-11-19 09:41:58,
Recorded,2021-11-19 09:42:04,
Recorded,2021-11-19 09:42:10,
Recorded,2021-11-19 09:42:17,
Recorded,2021-11-18 15:46:11,
Recorded,2021-11-18 15:46:12,
Recorded,2021-11-18 15:46:13,
Recorded,2021-11-18 15:46:15,
Recorded,2021-11-18 11:35:49,
Recorded,2021-11-18 11:35:57,
Recorded,2021-11-18 11:36:03,
Recorded,2021-11-18 11:36:12,
Recorded,2021-11-22 09:23:40,
Recorded,2021-11-22 09:23:41,
Recorded,2021-11-22 09:23:42,
Recorded,2021-11-22 09:23:55,
,,
,,
,,
,,
Recorded,2021-11-29 11:29:28,
Recorded,2021-11-29 11:29:34,
Recorded,2021-11-29 11:29:40,
Recorded,2021-11-29 11:29:47,
,,
Recorded,2021-11-19 11:39:50,
Recorded,2021-11-19 11:39:53,
Recorded,2021-11-19 11:39:59,
Recorded,2021-11-19 11:40:39,
Recorded,2021-11-19 11:40:44,
Recorded,2021-11-19 11:40:48,
Recorded,2021-11-19 11:40:55,
Recorded,2021-11-19 11:41:01,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-25 09:10:37,
Recorded,2021-11-25 09:10:44,
Recorded,2021-11-25 09:10:45,
Recorded,2021-11-25 09:11:09,
Recorded,2021-11-25 09:11:10,
Recorded,2021-11-25 09:11:10,
Recorded,2021-11-25 09:11:11,
Recorded,2021-11-25 09:11:12,
Recorded,2021-11-22 12:31:36,
Recorded,2021-11-22 12:31:37,
Recorded,2021-11-22 12:31:51,
Recorded,2021-11-22 12:31:52,
Recorded,2021-11-22 12:31:53,
Recorded,2021-11-22 12:32:22,
Recorded,2021-11-22 12:32:22,
Recorded,2021-11-22 12:32:23,
,,
Recorded,2021-11-19 09:46:12,
Recorded,2021-11-19 09:46:13,
Recorded,2021-11-19 09:46:14,
Recorded,2021-11-19 09:46:15,
Recorded,2021-11-19 09:46:48,
Recorded,2021-11-19 09:47:04,
Recorded,2021-11-19 09:47:05,
Recorded,2021-11-19 09:47:43,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-24 17:24:43,
Recorded,2021-11-24 17:24:44,
Recorded,2021-11-24 17:24:44,
Recorded,2021-11-24 17:24:45,
Recorded,2021-11-24 17:24:45,
Recorded,2021-11-24 17:24:46,
Recorded,2021-11-24 17:24:46,
Recorded,2021-11-24 17:24:47,
Recorded,2021-11-24 09:07:05,
Recorded,2021-11-24 09:07:06,
Recorded,2021-11-24 09:07:06,
Recorded,2021-11-24 09:07:07,
Recorded,2021-11-24 09:07:08,
Recorded,2021-11-24 09:07:09,
Recorded,2021-11-24 09:07:09,
Recorded,2021-11-24 09:07:10,
Recorded,2021-12-07 16:25:23,07/12/21 04:55:37 PM
Recorded,2021-12-07 16:25:33,07/12/21 06:53:55 PM
Recorded,2021-12-07 16:25:41,07/12/21 02:16:59 PM
Recorded,2021-12-07 16:25:50,07/12/21 12:47:11 AM
Recorded,2021-12-07 16:26:00,07/12/21 09:23:43 PM
Recorded,2021-12-07 16:26:31,07/12/21 07:01:16 PM
Recorded,2021-12-07 16:26:38,07/12/21 09:25:02 AM
Recorded,2021-12-07 16:26:58,07/12/21 07:24:11 PM
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-29 16:16:19,
Recorded,2021-11-29 16:16:24,
Recorded,2021-11-29 16:16:29,
Recorded,2021-11-29 16:16:35,
Recorded,2021-11-29 16:16:40,
Recorded,2021-11-29 16:16:46,
Recorded,2021-11-29 16:17:04,
Recorded,2021-11-29 16:17:11,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-26 10:36:00,
Recorded,2021-11-26 10:36:00,
Recorded,2021-11-26 10:36:01,
Recorded,2021-11-26 10:36:01,
Recorded,2021-11-26 10:36:02,
Recorded,2021-11-19 09:42:22,
Recorded,2021-11-19 09:42:28,
Recorded,2021-11-19 09:42:33,
Recorded,2021-11-19 09:42:44,
Recorded,2021-11-19 09:42:52,
Recorded,2021-11-18 15:47:22,
Recorded,2021-11-18 15:47:23,
Recorded,2021-11-18 15:47:24,
Recorded,2021-11-18 15:47:26,
Recorded,2021-11-18 15:47:27,
Recorded,2021-11-18 11:36:21,
Recorded,2021-11-18 11:36:27,
Recorded,2021-11-18 11:36:34,
Recorded,2021-11-18 11:36:42,
Recorded,2021-11-18 11:36:48,
Recorded,2021-11-22 09:24:40,
Recorded,2021-11-22 09:24:41,
Recorded,2021-11-22 09:24:42,
Recorded,2021-11-22 09:24:43,
Recorded,2021-11-22 09:24:43,
,,
,,
,,
,,
,,
Recorded,2021-11-29 11:29:53,
Recorded,2021-11-29 11:29:58,
Recorded,2021-11-29 11:30:04,
Recorded,2021-11-29 11:30:10,
Recorded,2021-11-29 11:30:15,
,,
Recorded,2021-11-19 11:41:06,
Recorded,2021-11-19 11:41:11,
Recorded,2021-11-19 11:41:17,
Recorded,2021-11-19 11:41:23,
Recorded,2021-11-19 11:41:29,
Recorded,2021-11-19 11:41:36,
Recorded,2021-11-19 11:41:41,
Recorded,2021-11-19 11:41:47,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-25 09:16:11,
Recorded,2021-11-25 09:16:12,
Recorded,2021-11-25 09:16:14,
Recorded,2021-11-25 09:16:14,
Recorded,2021-11-25 09:16:15,
Recorded,2021-11-25 09:16:15,
Recorded,2021-11-25 09:16:16,
Recorded,2021-11-25 09:16:16,
Recorded,2021-11-22 12:32:59,
Recorded,2021-11-22 12:32:59,
Recorded,2021-11-22 12:33:00,
Recorded,2021-11-22 12:33:01,
Recorded,2021-11-22 12:33:16,
Recorded,2021-11-22 12:33:23,
Recorded,2021-11-22 12:33:34,
Recorded,2021-11-22 12:33:41,
,,
Recorded,2021-11-19 09:47:45,
Recorded,2021-11-19 09:47:45,
Recorded,2021-11-19 09:47:46,
Recorded,2021-11-19 09:47:46,
Recorded,2021-11-19 09:47:47,
Recorded,2021-11-19 09:47:48,
Recorded,2021-11-19 09:47:53,
Recorded,2021-11-19 09:47:58,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-24 17:24:47,
Recorded,2021-11-24 17:24:48,
Recorded,2021-11-24 17:24:48,
Recorded,2021-11-24 17:24:49,
Recorded,2021-11-24 17:25:08,
Recorded,2021-11-24 17:25:09,
Recorded,2021-11-24 17:25:10,
Recorded,2021-11-24 17:25:40,
Recorded,2021-11-24 09:07:11,
Recorded,2021-11-24 09:07:11,
Recorded,2021-11-24 09:07:12,
Recorded,2021-11-24 09:07:13,
Recorded,2021-11-24 09:07:13,
Recorded,2021-11-24 09:07:14,
Recorded,2021-11-24 09:07:14,
Recorded,2021-11-24 09:07:15,
Recorded,2021-12-07 16:27:28,07/12/21 07:52:26 PM
Recorded,2021-12-07 16:27:29,07/12/21 02:53:28 PM
Recorded,2021-12-07 16:27:31,07/12/21 05:43:15 AM
Recorded,2021-12-07 16:27:44,07/12/21 02:11:52 AM
Recorded,2021-12-07 16:27:54,07/12/21 09:50:59 AM
Recorded,2021-12-07 16:28:00,07/12/21 10:09:15 AM
Recorded,2021-12-07 16:28:10,07/12/21 02:36:06 AM
Recorded,2021-12-07 16:28:26,07/12/21 05:07:32 PM
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-29 16:17:20,
Recorded,2021-11-29 16:17:25,
Recorded,2021-11-29 16:17:30,
Recorded,2021-11-29 16:17:35,
Recorded,2021-11-29 16:17:40,
Recorded,2021-11-29 16:17:45,
Recorded,2021-11-29 16:18:00,
Recorded,2021-11-29 16:18:10,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-26 10:36:02,
Recorded,2021-11-26 10:36:05,
Recorded,2021-11-26 10:36:12,
Recorded,2021-11-26 10:36:13,
Recorded,2021-11-26 10:36:17,
Recorded,2021-11-19 09:42:57,
Recorded,2021-11-19 09:43:03,
Recorded,2021-11-19 09:43:08,
Recorded,2021-11-19 09:43:13,
Recorded,2021-11-19 09:43:21,
Recorded,2021-11-18 15:47:29,
Recorded,2021-11-18 15:47:30,
Recorded,2021-11-18 15:47:31,
Recorded,2021-11-18 15:47:33,
Recorded,2021-11-18 15:48:08,
Recorded,2021-11-18 11:36:57,
Recorded,2021-11-18 11:37:03,
Recorded,2021-11-18 11:37:09,
Recorded,2021-11-18 11:37:18,
Recorded,2021-11-18 11:37:26,
Recorded,2021-11-22 09:24:45,
Recorded,2021-11-22 09:25:21,
Recorded,2021-11-22 09:25:21,
Recorded,2021-11-22 09:25:22,
Recorded,2021-11-22 09:25:23,
,,
,,
,,
,,
,,
Recorded,2021-11-29 11:30:26,
Recorded,2021-11-29 11:30:31,
Recorded,2021-11-29 11:30:36,
Recorded,2021-11-29 11:30:42,
Recorded,2021-11-29 11:30:48,
,,
Recorded,2021-11-19 11:41:52,
Recorded,2021-11-19 11:41:59,
Recorded,2021-11-19 11:42:05,
Recorded,2021-11-19 11:42:11,
Recorded,2021-11-19 11:42:17,
Recorded,2021-11-19 11:42:23,
Recorded,2021-11-19 11:42:29,
Recorded,2021-11-19 11:42:34,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-25 09:16:17,
Recorded,2021-11-25 09:16:17,
Recorded,2021-11-25 09:16:17,
Recorded,2021-11-25 09:16:18,
Recorded,2021-11-25 09:16:18,
Recorded,2021-11-25 09:16:19,
Recorded,2021-11-25 09:16:19,
Recorded,2021-11-25 09:16:20,
Recorded,2021-11-22 12:33:45,
Recorded,2021-11-22 12:33:47,
Recorded,2021-11-22 12:34:16,
Recorded,2021-11-22 12:34:16,
Recorded,2021-11-22 12:34:17,
Recorded,2021-11-22 12:34:18,
Recorded,2021-11-22 12:34:18,
Recorded,2021-11-22 12:34:34,
,,
Recorded,2021-11-19 09:49:18,
Recorded,2021-11-19 09:49:19,
Recorded,2021-11-19 09:49:19,
Recorded,2021-11-19 09:49:20,
Recorded,2021-11-19 09:49:20,
Recorded,2021-11-19 09:49:21,
Recorded,2021-11-19 09:49:22,
Recorded,2021-11-19 09:49:23,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-24 17:26:34,
Recorded,2021-11-24 17:26:35,
Recorded,2021-11-24 17:26:35,
Recorded,2021-11-24 17:26:36,
Recorded,2021-11-24 17:26:36,
Recorded,2021-11-24 17:26:37,
Recorded,2021-11-24 17:26:37,
Recorded,2021-11-24 17:26:39,
Recorded,2021-11-24 09:07:16,
Recorded,2021-11-24 09:07:17,
Recorded,2021-11-24 09:07:19,
Recorded,2021-11-24 09:07:19,
Recorded,2021-11-24 09:07:20,
Recorded,2021-11-24 09:07:26,
Recorded,2021-11-24 09:07:31,
Recorded,2021-11-24 09:07:33,
Recorded,2021-12-07 16:28:38,07/12/21 10:39:19 AM
Recorded,2021-12-07 16:28:45,07/12/21 04:17:28 PM
Recorded,2021-12-07 16:28:51,07/12/21 09:21:01 PM
Recorded,2021-12-07 16:29:00,07/12/21 03:28:45 AM
Recorded,2021-12-07 16:29:09,07/12/21 11:01:02 AM
Recorded,2021-12-07 16:29:21,07/12/21 06:07:23 AM
Recorded,2021-12-07 16:29:30,07/12/21 05:18:11 PM
Recorded,2021-12-07 16:29:41,07/12/21 06:39:14 AM
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-29 16:18:19,
Recorded,2021-11-29 16:18:23,
Recorded,2021-11-29 16:18:28,
Recorded,2021-11-29 16:18:37,
Recorded,2021-11-29 16:18:45,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-26 10:36:30,
Recorded,2021-11-26 10:36:31,
Recorded,2021-11-26 10:36:32,
Recorded,2021-11-26 10:36:33,
Recorded,2021-11-19 09:43:25,
Recorded,2021-11-19 09:43:30,
Recorded,2021-11-19 09:43:35,
Recorded,2021-11-19 09:43:42,
Recorded,2021-11-18 15:48:10,
Recorded,2021-11-18 15:48:10,
Recorded,2021-11-18 15:48:13,
Recorded,2021-11-18 15:48:14,
Recorded,2021-11-18 11:37:34,
Recorded,2021-11-18 11:37:41,
Recorded,2021-11-18 11:37:49,
Recorded,2021-11-18 11:37:59,
Recorded,2021-11-22 09:25:37,
Recorded,2021-11-22 09:25:38,
Recorded,2021-11-22 09:25:44,
Recorded,2021-11-22 09:25:47,
,,
,,
,,
,,
Recorded,2021-11-29 11:30:57,
Recorded,2021-11-29 11:31:01,
Recorded,2021-11-29 11:31:06,
Recorded,2021-11-29 11:31:12,
,,
Recorded,2021-11-19 11:42:40,
Recorded,2021-11-19 11:42:46,
Recorded,2021-11-19 11:42:52,
Recorded,2021-11-19 11:42:57,
Recorded,2021-11-19 11:43:02,
Recorded,2021-11-19 11:43:08,
Recorded,2021-11-19 11:43:15,
Recorded,2021-11-19 11:43:20,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-25 09:16:20,
Recorded,2021-11-25 09:16:21,
Recorded,2021-11-25 09:16:21,
Recorded,2021-11-25 09:16:21,
Recorded,2021-11-25 09:16:22,
Recorded,2021-11-25 09:16:22,
Recorded,2021-11-25 09:16:23,
Recorded,2021-11-25 09:16:23,
Recorded,2021-11-22 12:35:31,
Recorded,2021-11-22 12:35:32,
Recorded,2021-11-22 12:35:32,
Recorded,2021-11-22 12:35:33,
Recorded,2021-11-22 12:35:34,
Recorded,2021-11-22 12:35:34,
Recorded,2021-11-22 12:35:35,
Recorded,2021-11-22 12:35:35,
,,
Recorded,2021-11-19 09:49:24,
Recorded,2021-11-19 09:49:24,
Recorded,2021-11-19 09:49:25,
Recorded,2021-11-19 09:49:41,
Recorded,2021-11-19 09:49:42,
Recorded,2021-11-19 09:49:44,
Recorded,2021-11-19 09:49:50,
Recorded,2021-11-19 09:49:57,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-24 17:26:40,
Recorded,2021-11-24 17:26:40,
Recorded,2021-11-24 17:26:41,
Recorded,2021-11-24 17:26:41,
Recorded,2021-11-24 17:26:42,
Recorded,2021-11-24 17:26:53,
Recorded,2021-11-24 17:26:53,
Recorded,2021-11-24 17:26:54,
Recorded,2021-11-24 09:07:52,
Recorded,2021-11-24 09:07:52,
Recorded,2021-11-24 09:07:57,
Recorded,2021-11-24 09:07:58,
Recorded,2021-11-24 09:08:35,
Recorded,2021-11-24 09:08:36,
Recorded,2021-11-24 09:08:37,
Recorded,2021-11-24 09:08:38,
Recorded,2021-12-07 16:29:55,07/12/21 09:47:36 AM
Recorded,2021-12-07 16:30:02,07/12/21 09:34:30 PM
Recorded,2021-12-07 16:30:39,07/12/21 12:09:43 AM
Recorded,2021-12-07 16:30:40,07/12/21 09:26:38 AM
Recorded,2021-12-07 16:30:41,07/12/21 03:47:34 AM
Recorded,2021-12-07 16:30:53,07/12/21 06:24:11 AM
Recorded,2021-12-07 16:30:55,07/12/21 07:09:53 PM
Recorded,2021-12-07 16:30:59,07/12/21 02:31:51 AM
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-29 16:18:49,
Recorded,2021-11-29 16:18:59,
Recorded,2021-11-29 16:19:03,
Recorded,2021-11-29 16:19:10,
Recorded,2021-11-29 16:19:17,
Recorded,2021-11-29 16:19:23,
Recorded,2021-11-29 16:19:32,
Recorded,2021-11-29 16:19:37,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-26 10:36:58,
Recorded,2021-11-26 10:36:59,
Recorded,2021-11-26 10:36:59,
Recorded,2021-11-26 10:37:00,
Recorded,2021-11-26 10:37:01,
Recorded,2021-11-19 09:43:49,
Recorded,2021-11-19 09:43:55,
Recorded,2021-11-19 09:44:02,
Recorded,2021-11-19 09:44:09,
Recorded,2021-11-19 09:44:16,
Recorded,2021-11-18 15:50:15,
Recorded,2021-11-18 15:50:19,
Recorded,2021-11-18 15:50:20,
Recorded,2021-11-18 15:50:20,
Recorded,2021-11-18 15:50:21,
Recorded,2021-11-18 11:38:07,
Recorded,2021-11-18 11:38:14,
Recorded,2021-11-18 11:38:23,
Recorded,2021-11-18 11:38:29,
Recorded,2021-11-18 11:38:36,
Recorded,2021-11-22 09:26:21,
Recorded,2021-11-22 09:27:12,
Recorded,2021-11-22 09:27:13,
Recorded,2021-11-22 09:27:14,
Recorded,2021-11-22 09:27:14,
,,
,,
,,
,,
,,
Recorded,2021-11-29 11:31:17,
Recorded,2021-11-29 11:31:21,
Recorded,2021-11-29 11:31:30,
Recorded,2021-11-29 11:31:37,
Recorded,2021-11-29 11:31:44,
,,
Recorded,2021-11-19 11:43:25,
Recorded,2021-11-19 11:43:31,
Recorded,2021-11-19 11:43:35,
Recorded,2021-11-19 11:43:42,
Recorded,2021-11-19 11:43:47,
Recorded,2021-11-19 11:43:53,
Recorded,2021-11-19 11:44:00,
Recorded,2021-11-19 11:44:07,
Recorded,2021-11-19 11:44:15,
Recorded,2021-11-19 11:44:21,
Recorded,2021-11-19 11:44:30,
Recorded,2021-11-19 11:44:36,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-25 09:16:23,
Recorded,2021-11-25 09:16:24,
Recorded,2021-11-25 09:16:24,
Recorded,2021-11-25 09:16:25,
Recorded,2021-11-25 09:16:25,
Recorded,2021-11-25 09:16:26,
Recorded,2021-11-25 09:16:26,
Recorded,2021-11-25 09:16:27,
Recorded,2021-11-25 09:16:27,
Recorded,2021-11-25 09:16:27,
Recorded,2021-11-25 09:16:28,
Recorded,2021-11-25 09:16:28,
Recorded,2021-11-22 12:35:39,
Recorded,2021-11-22 12:36:43,
Recorded,2021-11-22 12:36:43,
Recorded,2021-11-22 12:36:44,
Recorded,2021-11-22 12:36:45,
Recorded,2021-11-22 12:36:45,
Recorded,2021-11-22 12:36:50,
Recorded,2021-11-22 12:36:57,
Recorded,2021-11-22 12:37:11,
Recorded,2021-11-22 12:37:19,
Recorded,2021-11-22 12:37:22,
Recorded,2021-11-22 12:37:48,
,,
Recorded,2021-11-19 09:50:43,
Recorded,2021-11-19 09:50:44,
Recorded,2021-11-19 09:50:45,
Recorded,2021-11-19 09:50:46,
Recorded,2021-11-19 09:50:47,
Recorded,2021-11-19 09:50:48,
Recorded,2021-11-19 09:50:48,
Recorded,2021-11-19 09:50:59,
Recorded,2021-11-19 09:51:01,
Recorded,2021-11-19 09:51:03,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-24 17:27:19,
Recorded,2021-11-24 17:27:22,
Recorded,2021-11-24 17:27:23,
Recorded,2021-11-24 17:28:52,
Recorded,2021-11-24 17:28:55,
Recorded,2021-11-24 17:28:56,
Recorded,2021-11-24 17:29:01,
Recorded,2021-11-24 17:29:02,
Recorded,2021-11-24 17:29:02,
Recorded,2021-11-24 17:29:03,
Recorded,2021-11-24 09:10:34,
Recorded,2021-11-24 09:10:34,
Recorded,2021-11-24 09:10:35,
Recorded,2021-11-24 09:10:35,
Recorded,2021-11-24 09:10:36,
Recorded,2021-11-24 09:10:36,
Recorded,2021-11-24 09:10:37,
Recorded,2021-11-24 09:10:37,
Recorded,2021-11-24 09:10:38,
Recorded,2021-11-24 09:10:39,
Recorded,2021-12-07 16:31:17,07/12/21 08:02:45 AM
Recorded,2021-12-07 16:31:21,07/12/21 01:10:33 AM
Recorded,2021-12-07 16:31:30,07/12/21 12:57:20 PM
Recorded,2021-12-07 16:31:46,07/12/21 09:39:14 AM
Recorded,2021-12-07 16:31:49,07/12/21 02:40:41 PM
Recorded,2021-12-07 16:32:03,07/12/21 02:47:50 PM
Recorded,2021-12-07 16:32:12,07/12/21 01:42:53 PM
Recorded,2021-12-07 16:32:20,07/12/21 11:42:18 AM
Recorded,2021-12-07 16:32:29,07/12/21 06:59:11 PM
Recorded,2021-12-07 16:32:43,07/12/21 08:42:21 AM
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-29 16:19:44,
Recorded,2021-11-29 16:19:50,
Recorded,2021-11-29 16:19:59,
Recorded,2021-11-29 16:20:04,
Recorded,2021-11-29 16:20:17,
Recorded,2021-11-29 16:20:22,
Recorded,2021-11-29 16:20:30,
Recorded,2021-11-29 16:20:38,
Recorded,2021-11-29 16:20:44,
Recorded,2021-11-29 16:20:51,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-26 10:38:32,
Recorded,2021-11-26 10:38:33,
Recorded,2021-11-26 10:38:34,
Recorded,2021-11-26 10:38:39,
Recorded,2021-11-26 10:38:45,
Recorded,2021-11-26 10:38:48,
Recorded,2021-11-19 09:44:22,
Recorded,2021-11-19 09:44:29,
Recorded,2021-11-19 09:44:35,
Recorded,2021-11-19 09:44:40,
Recorded,2021-11-19 09:44:46,
Recorded,2021-11-19 09:44:51,
Recorded,2021-11-18 15:50:22,
Recorded,2021-11-18 15:50:23,
Recorded,2021-11-18 15:50:23,
Recorded,2021-11-18 15:50:24,
Recorded,2021-11-18 15:50:24,
Recorded,2021-11-18 15:50:25,
Recorded,2021-11-18 11:38:44,
Recorded,2021-11-18 11:38:55,
Recorded,2021-11-18 11:39:01,
Recorded,2021-11-18 11:39:09,
Recorded,2021-11-18 11:39:15,
Recorded,2021-11-18 11:39:23,
Recorded,2021-11-22 09:27:16,
Recorded,2021-11-22 09:28:29,
Recorded,2021-11-22 09:28:30,
Recorded,2021-11-22 09:28:31,
Recorded,2021-11-22 09:30:03,
Recorded,2021-11-22 09:30:03,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-29 11:32:05,
Recorded,2021-11-29 11:32:08,
Recorded,2021-11-29 11:32:12,
Recorded,2021-11-29 11:32:18,
Recorded,2021-11-29 11:32:23,
Recorded,2021-11-29 11:32:37,
,,
Recorded,2021-11-19 11:44:48,
Recorded,2021-11-19 11:44:53,
Recorded,2021-11-19 11:45:02,
Recorded,2021-11-19 11:45:08,
Recorded,2021-11-19 11:45:13,
Recorded,2021-11-19 11:45:18,
Recorded,2021-11-19 11:45:24,
Recorded,2021-11-19 11:45:29,
Recorded,2021-11-19 11:45:54,
Recorded,2021-11-19 11:45:58,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-25 09:16:29,
Recorded,2021-11-25 09:16:29,
Recorded,2021-11-25 09:16:30,
Recorded,2021-11-25 09:16:30,
Recorded,2021-11-25 09:16:30,
Recorded,2021-11-25 09:16:31,
Recorded,2021-11-25 09:16:31,
Recorded,2021-11-25 09:16:32,
Recorded,2021-11-25 09:16:32,
Recorded,2021-11-25 09:16:33,
Recorded,2021-11-22 12:38:23,
Recorded,2021-11-22 12:38:24,
Recorded,2021-11-22 12:38:25,
Recorded,2021-11-22 12:38:26,
Recorded,2021-11-22 12:38:26,
Recorded,2021-11-22 12:38:28,
Recorded,2021-11-22 12:38:44,
Recorded,2021-11-22 12:38:50,
Recorded,2021-11-22 12:39:02,
Recorded,2021-11-22 12:39:06,
,,
Recorded,2021-11-19 09:51:29,
Recorded,2021-11-19 09:51:30,
Recorded,2021-11-19 09:51:31,
Recorded,2021-11-19 09:51:31,
Recorded,2021-11-19 09:51:32,
Recorded,2021-11-19 09:51:36,
Recorded,2021-11-19 09:51:58,
Recorded,2021-11-19 09:51:59,
Recorded,2021-11-19 09:52:00,
Recorded,2021-11-19 09:52:02,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-24 17:29:21,
Recorded,2021-11-24 17:32:04,
Recorded,2021-11-24 17:32:04,
Recorded,2021-11-24 17:32:05,
Recorded,2021-11-24 17:32:05,
Recorded,2021-11-24 17:32:06,
Recorded,2021-11-24 17:32:06,
Recorded,2021-11-24 17:32:07,
Recorded,2021-11-24 17:32:08,
Recorded,2021-11-24 17:32:08,
Recorded,2021-11-24 09:10:41,
Recorded,2021-11-24 09:11:05,
Recorded,2021-11-24 09:11:05,
Recorded,2021-11-24 09:11:06,
Recorded,2021-11-24 09:11:06,
Recorded,2021-11-24 09:11:07,
Recorded,2021-11-24 09:11:22,
Recorded,2021-11-24 09:11:22,
Recorded,2021-11-24 09:11:23,
Recorded,2021-11-24 09:11:26,
Recorded,2021-12-07 16:34:12,07/12/21 04:17:29 AM
Recorded,2021-12-07 16:34:18,07/12/21 09:16:09 AM
Recorded,2021-12-07 16:34:27,07/12/21 02:58:10 PM
Recorded,2021-12-07 16:34:28,07/12/21 05:36:34 PM
Recorded,2021-12-07 16:34:36,07/12/21 11:20:53 AM
Recorded,2021-12-07 16:34:42,07/12/21 07:43:04 PM
Recorded,2021-12-07 16:35:08,07/12/21 01:30:24 PM
Recorded,2021-12-07 16:35:12,07/12/21 12:15:00 PM
Recorded,2021-12-07 16:35:18,07/12/21 01:21:36 PM
Recorded,2021-12-07 16:35:23,07/12/21 06:56:28 AM
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-29 16:21:02,
Recorded,2021-11-29 16:21:08,
Recorded,2021-11-29 16:21:14,
Recorded,2021-11-29 16:21:19,
Recorded,2021-11-29 16:21:25,
,,
,,
,,
,,
,,
,,
Recorded,2021-11-26 10:39:00,
Recorded,2021-11-26 10:39:19,
Recorded,2021-11-26 10:39:20,
Recorded,2021-11-26 10:39:21,
Recorded,2021-11-19 09:44:57,
Recorded,2021-11-19 09:45:03,
Recorded,2021-11-19 09:45:08,
Recorded,2021-11-19 09:45:14,
Recorded,2021-11-18 15:51:32,
Recorded,2021-11-18 15:51:32,
Recorded,2021-11-18 15:51:33,
Recorded,2021-11-18 15:51:34,
Recorded,2021-11-18 11:39:38,
Recorded,2021-11-18 11:40:01,
Recorded,2021-11-18 11:40:07,
Recorded,2021-11-18 11:40:13,
Recorded,2021-11-22 09:30:05,
Recorded,2021-11-22 09:30:05,
Recorded,2021-11-22 09:30:06,
Recorded,2021-11-22 09:30:07,
,,
,,
,,
,,
Recorded,2021-11-29 11:32:48,
Recorded,2021-11-29 11:32:52,
Recorded,2021-11-29 11:32:57,
Recorded,2021-11-29 11:33:03,
,,
Recorded,2021-11-19 11:46:04,
Recorded,2021-11-19 11:46:09,
Recorded,2021-11-19 11:46:16,
Recorded,2021-11-19 11:46:21,
Recorded,2021-11-19 11:46:27,
Recorded,2021-11-19 11:46:32,
Recorded,2021-11-19 11:46:39,
